name,glass-size (oz),category,measurement-1,ingredient-1,measurement-2,ingredient-2,measurement-3,ingredient-3,measurement-4,ingredient-4,measurement-5,ingredient-5,measurement-6,ingredient-6,special ingredients,instructions,glass,glass-size (oz).1
applecar,6,cocktail classics,1 oz,applejack,1 oz,triple sec,1 oz,lemon juice,,,,,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
apple blow fizz,7,cocktail classics,1 oz,egg white,1/2 oz,lemon juice,1 oz,powdered sugar,2 oz,apple brandy,,,,,,shake with ice and strain into highball glass with two ice cubes. fill with carbonated water.,highball glass,7
antoine special,12,cocktail classics,1 1/2 oz,dubonnet,1 1/2 oz,dry vermouth,,,,,,,,,,float vermouth on top of chilled dubonnet in a wine glass.,red-wine glass,12
ante,6,cocktail classics,1 oz,apple brandy,1/2 oz,triple sec,1 oz,dubonnet,,,,,,,,stir well with cracked ice and strain into cocktail glass.,cocktail glass,6
s & v,6,rum - daiquiris,1 1/2 oz,light rum,1/2 oz,orange liqueur,1/2 oz,ruby port,1/2 oz,lime juice,,,,,lime slice,shake with ice and strain into chilled cocktail glass. garnish with a lime slice.,cocktail glass,6
rum toddy (cold),6,rum - daiquiris,2 oz,light or dark rum,1/2 oz,water,1 oz,simple syrup,,,,,1/2 oz,brandy,lemon twist,"stir rum, water, and syrup in old-fashioned glass. add large cube of ice. garnish with a lemon twist.",old-fashioned glass,6
deauville cocktail,6,brandy,1/2 oz,brandy,1/2 oz,apple brandy,1/2 oz,triple sec,1/2 oz,lemon juice,,,1 oz,dry vermouth,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
allies cocktail,6,cocktail classics,1 oz,dry vermouth,1 oz,gin,1/2 oz,kummel,,,,,,,,stir with ice and strain into cocktail glass.,cocktail glass,6
rum swizzle,14,rum - daiquiris,2 oz,light or dark rum,1 oz,lime juice,1/2 oz,simple syrup,2 oz,angostura bitters,,soda water,,,,"combine first four ingredients in ice-filled collins glass. with bar spoon between your palms, move hands back and forth and up and down to quickly rotate and lift spoon, until glass is frosted. top with soda water. serve with a swizzle stick.",collins glass,14
a. j.,6,cocktail classics,1 1/2 oz,applejack,1 oz,grapefruit juice,,,,,,,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
after supper cocktail,6,cocktail classics,1 oz,apricot-flavored brandy,1 oz,triple sec,1/2 oz,lemon juice,,,,,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
rum sour,2,rum - daiquiris,2 oz,light rum,3/4 oz,lemon juice,3/4 oz,simple syrup,,,,,,,"lemon slice, cherry",shake with ice and strain into chilled sour glass. garnish with a lemon slice and a cherry.,cordial or pony glass,2
acapulco,6,cocktail classics,1 1/2 oz,light rum,1 oz,lime juice,1 1/2 oz,triple sec,1 oz,sugar,1,egg white,,,mint,combine and shake all ingredients with ice and strain into old-fashioned glass over ice cubes. garnish with mint.,old-fashioned glass,6
absinthe drip cocktail,6,cocktail classics,1 1/2 oz,anis,1 oz,sugar,,,,,,,,,sugar,"pour anis into special drip glass or old-fashioned cocktail glass. place sugar cube over hole of drip spoon (or in silver tea strainer). pack spoon or strainer with cracked ice, pour cold water to fill. when water has dripped through, drink is ready.",old-fashioned glass,6
ambrosia,7,cocktail classics,1 oz,applejack,1 oz,brandy,1 oz,triple sec,1 lemon juice,,,chilled champagne,,,,shake all ingredients except champagne. pour contents into highball glass with cubed ice. fill with chilled champagne.,highball glass,7
rum screwdriver,7,rum - daiquiris,1 1/2 oz,light rum,5 oz,orange juice,,,,,,,,,,stir rum and orange juice in ice-filled highball glass.,highball glass,7
rum rickey,7,rum - daiquiris,1 1/2 oz,light rum,1/2 oz,lime juice,,soda water,,,,,,,lime slice,pour rum and lime juice into ice-filled highball glass. fill with soda water and stir. garnish with a lime slice.,highball glass,7
scotch cocktail,6,cocktail classics,1/2 oz,creme de menthe (white),1 1/2 oz,desmond & duff scotch whisky,,,,,,,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
rum relaxer,14,rum - daiquiris,1 1/2 oz,light rum,1 oz,pineapple juice,1/2 oz,grenadine,lemon-lime soda,,,,,,"orange slice, cherry",shake first three ingredients with ice and pour with ice into hurricane or parfait glass. fill glass with lemon-lime soda. garnish with an orange slice and a cherry.,hurricane glass,14
rum old-fashioned,6,rum - daiquiris,1 1/2 oz,light rum,1 oz,151-proof rum,1 oz,simple syrup,1 oz,angostura bitters,,,,,lemon twist,stir in ice-filled old-fashioned glass. garnish with a lemon twist.,old-fashioned glass,6
rum martini,6,rum - daiquiris,2 oz,light rum,1 oz,dry vermouth,,,,,,,,,lemon twist,stir rum and vermouth with ice in mixing glass. strain into ice-filled cocktail glass. garnish with a lemon twist.,cocktail glass,6
rum highball,7,rum - daiquiris,2 oz,light or dark rum,,ginger ale or soda water,,,,,,,,,lemon twist,pour rum into highball glass over ice cubes. fill with ginger ale or soda water and stir. garnish with a lemon twist.,highball glass,7
rum fix,7,rum - daiquiris,2 1/2 oz,light rum,1 oz,lemon or lime juice,1/2 oz,simple syrup,,,,,,,,pour ingredients into ice-filled highball glass and stir. garnish with a lemon slice. serve with a straw.,highball glass,7
rum daisy,10,rum - daiquiris,2 oz,light rum,1/2 oz,lemon juice,1 oz,simple syrup,1 oz,grenadine,,,,,seasonal fruit,shake with ice and strain into chilled beer mug or metal cup. add 1 large ice cube. garnish with seasonal fruit.,beer mug,10
d'artag,6,brandy,1 oz,armagnac,1 oz,grand marnier,1 oz,simple syrup,1/2 oz,orange juice,3 oz,chilled champagne,,,orange twist,shake first four ingredients with ice and strain into champagne flute. top with champagne. garnish with an orange twist.,champagne flute,6
rum cooler,14,rum - daiquiris,2 oz,light rum,1/2 oz,simple syrup,2 oz,soda water,soda water or ginger ale,,,orange and/or lemon zest,,,lemon twist,"stir rum and syrup in collins glass. fill with ice, add soda water or ginger ale, and stir again. garnish with a lemon twist.",collins glass,14
rum collins,14,rum - daiquiris,2 oz,light rum,1 oz,lime juice,1/2 oz,simple syrup,soda water,,,,,,"lemon slice, cherry","shake rum, lime juice, and syrup with ice and strain into chilled collins glass. add several ice cubes, fill with soda water, and stir. garnish with a lemon slice and a cherry. serve with a straw.",collins glass,14
seaboabd,6,cocktail classics,1 oz,blended whiskey,1 oz,dry gin,1 oz,lemon juice,1 oz,powdered sugar,,,,,mint,shake with ice and strain into old-fashioned glass over ice cubes. garnish with mint.,old-fashioned glass,6
rum cobbler,12,rum - daiquiris,2 oz,light rum,1/4 oz,simple syrup,,soda water,,,,,,,,"in red-wine glass, stir rum and syrup. top with soda water. garnish with fruit and serve with a straw.",red-wine glass,12
robson cocktail,6,rum - daiquiris,1 1/2 oz,jamaica rum,1/2 oz,lemon juice,1/2 oz,orange juice,1/4 oz,grenadine,,,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
rio fix,6,rum - daiquiris,2 oz,absinthe or pastis,1 1/2 oz,cachaca,1/2 oz,maraschino liqueur,3/4 oz,lime juice,1/2 oz,pineapple juice,,,,pour pastis into chilled champagne flute and swirl to coat inside. shake remaining ingredients with ice and strain into glass.,champagne flute,6
ringo starr,6,rum - daiquiris,3 oz,red grapes,1/2 oz,lemon,6,mint leaves,1 oz,sugar cube,2 oz,african rum,,,,"muddle grapes, lemon, mint, and sugar in shaker. add rum and ice and shake briefly. strain into chilled old-fashioned glass.",old-fashioned glass,6
restless native,6,rum - daiquiris,2 oz,coconut rum,3/4 oz,white creme de cacao,1 1/2 oz,lime juice,,,,,1 1/2 oz,light rum,lime twist,shake with ice and strain into chilled cocktail glass. garnish with a lime twist.,cocktail glass,6
quarter deck cocktail,6,rum - daiquiris,1 1/2 oz,light rum,1/2 oz,cream sherry,1/2 oz,lime juice,,,,,,,,stir with ice and strain into chilled cocktail glass.,cocktail glass,6
quaker's cocktail,6,rum - daiquiris,3/4 oz,light rum,3/4 oz,brandy,1/2 oz,lemon juice,1/4 oz,raspberry syrup,,,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
puerto rican rum daisy,6,rum - daiquiris,1 1/2 oz,dark rum,1/4 oz,orange curacao,3/4 oz,lemon juice,1/2 oz,each orange juice and simple syrup,1 oz,angostura bitters,,,orange slice,shake with ice and strain into chilled cocktail glass. top with nutmeg and garnish with an orange slice.,cocktail glass,6
cuban cocktail no. 2,6,brandy,1 1/2 oz,brandy,1/2 oz,light rum,1/2 oz,apricot-flavored brandy,1/2 oz,lime juice,,,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
prohibition punch,8,rum - daiquiris,1 1/2 oz,dark rum,3/4 oz,grand marnier,1 oz,passion fruit juice,1 oz,cranberry juice,1/4 oz,lemon juice,2 oz,champagne,,shake first five ingredients with ice. strain into ice-filled snifter. top with champagne.,brandy snifter,8
prairie oyster cocktail,6,cocktail classics,1 oz,five star brandy,1 oz,worcestershire sauce,1 oz,tomato catsup,1 oz,vinegar,1 oz,pepper,,,"egg yolk, cayenne pepper",shake with ice and strain into old-fashioned glass over two ice cubes. top with an unbroken egg yolk. add a dash of cayenne pepper.,old-fashioned glass,6
poker cocktail,6,rum - daiquiris,1 1/2 oz,light rum,1 1/2 oz,sweet vermouth,,,,,,,,,,stir with ice and strain into chilled cocktail glass.,cocktail glass,6
planter's punch no. 2,14,rum - daiquiris,2 oz,light rum,2 oz,orange juice,1 oz,"each lime juice, jamaica rum, grenadine",1/2 oz,pineapple juice,1/4 oz,"each lemon juice, triple sec",,,"lemon slice, orange slice, pineapple slice, cherry, mint","stir first five ingredients in ice-filled collins glass until glass is frosted. add jamaican rum, stir, and top with triple sec and grenadine. garnish with fruit and mint. serve with a straw.",collins glass,14
planter's punch no. 1,14,rum - daiquiris,2 1/2 oz,light rum,2 oz,lime juice,1/2 oz,simple syrup,2 oz,soda water,1 oz,grenadine,,,"lemon slice, orange slice, pineapple slice, cherry","stir rum, lime juice, syrup, and bitters in ice-filled collins glass until glass is frosted. fill with soda water and top with grenadine. garnish with fruit. serve with a straw.",collins glass,14
planter's cocktail,6,rum - daiquiris,1 1/2 oz,jamaica rum,1/2 oz,lemon juice,1 oz,simple syrup,,,,,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
pink paradise,14,rum - daiquiris,1 1/2 oz,coconut-flavored rum,1 oz,amaretto,3 oz,cranberry juice,1 1/2 oz,pineapple juice,,,,,"pineapple slice, cherry",stir ingredients in ice-filled hurricane glass. garnish with a pineapple slice and a cherry.,hurricane glass,14
pink creole,6,rum - daiquiris,1 1/2 oz,light rum,1/2 oz,lime juice,1/4 oz,grenadine,1/4 oz,half-and-half,,,,,cherry,shake with ice and strain into chilled cocktail glass. garnish with a cherry.,cocktail glass,6
pineapple fizz,7,rum - daiquiris,2 oz,light rum,1 oz,pineapple juice,1 oz,simple syrup,soda water,,,,,,,"shake rum, pineapple juice, and syrup with ice and strain into chilled highball glass over 2 ice cubes. fill with soda water and stir.",highball glass,7
pineapple cocktail,6,rum - daiquiris,1 1/2 oz,light rum,3/4 oz,pineapple juice,1/2 oz,lemon juice,,,,,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
pearl button,14,rum - daiquiris,2 oz,cachaca (brazilian rum),3/4 oz,lillet blanc,1/2 oz,lime juice,lemon-lime soda,,,,,,"pineapple slice, cherry",shake first three ingredients with ice and strain into ice-filled collins glass. top with soda. garnish with a pineapple slice and a cherry.,collins glass,14
the crux,6,brandy,3/4 oz,dubonnet,3/4 oz,triple sec,3/4 oz,brandy,3/4 oz,lemon juice,,,,,orange twist,stir with ice and strain into chilled cocktail glass. garnish with an orange twist.,cocktail glass,6
paris when it sizzles,6,rum - daiquiris,3/4 oz,elderflower liqueur,2 oz,dark rum,1/2 oz,lime juice,1 oz,angostura bitters,,,,,lime slice,shake with ice and strain into chilled cocktail glass. garnish with a lime slice.,cocktail glass,6
palmetto cocktail,6,rum - daiquiris,1 1/2 oz,light rum,1 1/2 oz,dry vermouth,2 oz,angostura bitters,,,,,,,,stir with ice and strain into chilled cocktail glass.,cocktail glass,6
paddington,6,rum - daiquiris,1 oz,absinthe,1 1/2 oz,light rum,1/2 oz,lillet blanc,1/2 oz,grapefruit juice,1/2 oz,lemon juice,1 oz,orange marmalade,grapefruit twist,"pour absinthe into chilled cocktail glass, swirl to coat inside, and discard excess. shake remaining ingredients with ice and strain into glass. garnish with a grapefruit twist.",cocktail glass,6
the old cuban,6,rum - daiquiris,6 fresh,mint leaves,1 oz,simple syrup,3/4 oz,lime juice,1 1/2 oz,dark rum,2 oz,angostura bitters,2 oz,champagne,mint,"muddle mint leaves, syrup, and lime juice in mixing glass. add rum, bitters, and ice and shake well. strain into chilled cocktail glass and top with champagne. garnish with chopped mint.",cocktail glass,6
"oh, gosh!",6,rum - daiquiris,1 1/2 oz,light rum,1 1/2 oz,triple sec,1 oz,lime juice,,,,,,,lemon twist,shake with ice and strain into chilled cocktail glass. garnish with a lemon twist.,cocktail glass,6
night cap,8,rum - daiquiris,2 oz,light rum,1/2 oz,simple syrup,,warm milk,,,,,,,nutmeg,"pour rum and syrup in prewarmed irish coffee glass, fill with warm milk, and stir. top with nutmeg.",irish coffee glass,8
new orleans buck,14,rum - daiquiris,1 1/2 oz,light rum,1 oz,orange juice,1/2 oz,lemon juice,ginger ale,,,,,,,shake first three ingredients with ice and strain into ice-filled collins glass. fill with ginger ale and stir.,collins glass,14
nevada cocktail,6,rum - daiquiris,1 1/2 oz,light rum,1 oz,grapefruit juice,3/4 oz,lime juice,3/4 oz,simple syrup,1 oz,angostura bitters,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
moonquake shake,6,rum - daiquiris,1 1/2 oz,dark rum,1 oz,coffee-flavored brandy,1/4 oz,lemon juice,,,,,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
monkey wrench,14,rum - daiquiris,1 1/2 oz,light rum,,grapefruit juice,,,,,,,,,,pour rum into ice-filled collins glass. fill with grapefruit juice and stir.,collins glass,14
creme de cafe,6,brandy,1 oz,coffee-flavored brandy,1/2 oz,light rum,1/2 oz,anisette,1 oz,half-and-half,,,,,,shake with ice and strain into chilled old-fashioned glass.,old-fashioned glass,6
margarita,6,cocktail classics,1 1/2 oz,blanco tequila,3/4 oz,cointreau or triple sec,3/4 oz,lime juice,,,,,,,salt,rim chilled cocktail glass with lime and salt. shake remaining ingredients with ice and strain into glass.,cocktail glass,6
mojito,14,rum - daiquiris,3 oz,lime wedges,7,mint leaves,3/4 oz,simple syrup,2 oz,light rum,,soda water,,,mint,"muddle the limes, mint, and syrup in a collins glass. add the rum with ice and stir well. top with soda water. garnish with mint.",collins glass,14
champagne flamingo,6,vodka,3/4 oz,vodka,3/4 oz,campari,5 oz,chilled champagne,,,,,,,orange twist,shake vodka and campari with ice. strain into chilled champagne flute and top with champagne. garnish with an orange twist.,champagne flute,6
thunder and lightning cocktail,6,cocktail classics,1 oz,egg yolk,1 oz,powdered sugar,1 1/2 oz,five star brandy,,,,,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
casco bay lemonade,14,vodka,1 1/2 oz,citrus-flavored vodka,2 oz,simple syrup,2 oz,lemon juice,1 oz,cranberry juice,,lemon-lime soda,,,lemon slice,shake first four ingredients with ice. pour into ice-filled collins glass. fill glass with lemon-lime soda. top with lemon slice.,collins glass,14
caribbean cruise,14,vodka,1 oz,vodka,1/4 oz,light rum,1/4 oz,coconut-flavored rum,1 oz,grenadine,4 oz,pineapple juice,,,"pineapple slice, cherry",shake first four ingredients with ice and pour into ice-filled collins glass. fill with pineapple juice. garnish with a pineapple slice and a cherry.,collins glass,14
cappuccino cocktail,6,vodka,3/4 oz,vodka,3/4 oz,coffee-flavored brandy,3/4 oz,half-and-half,1 1/2 oz,vodka,5 oz,cranberry juice,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
cape codder,7,tequila,1 1/2 oz,vodka,5 oz,cranberry juice,,lime wedge,1 oz,anisette,1 oz,five star brandy,1 oz,egg white,lime slice,pour into ice-filled highball glass. stir well. garnish with a lime slice.,highball glass,7
baltimore bracer cocktail,6,cocktail classics,1 oz,anisette,1 oz,five star brandy,1 oz,egg white,,,,,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
caesar,7,vodka,,,1 1/2 oz,vodka,4 oz,tomato-clam juice,1/2 oz,prepared horseradish,1 oz,"each worcestershire sauce, salt, ground black pepper",,,"celery, lime slice, celery salt","rim highball glass with lemon and celery salt, and then fill with ice. shake ingredients with ice and strain into glass. garnish with celery and a lemon slice.",highball glass,7
bull shot,6,vodka,1 1/2 oz,vodka,3 oz,cold beef bouillon,1 oz,worcestershire sauce,1 oz,salt,1 oz,black pepper,,,,shake with ice and strain into chilled old-fashioned glass.,old-fashioned glass,6
bullfrog,14,vodka,1 1/2 oz,vodka,5 oz,lemonade,,,,,,,,,lime slice,pour into ice-filled collins glass and stir. garnish with a lime slice.,collins glass,14
boston gold,7,vodka,1 1/2 oz,vodka,1/2 oz,creme de baa,2 oz,orange juice,,,,,,,,shake with ice and strain into ice-filled highball glass.,highball glass,7
corpse reviver no. 1,6,brandy,2 oz,cognac,1 oz,apple brandy,1 oz,sweet vermouth,,,,,,,,stir with ice and strain into a chilled cocktail glass.,cocktail glass,6
thanksgiving special cocktail,6,cocktail classics,3/4 oz,apricot flavored brandy,3/4 oz,dry gin,3/4 oz,dry vermouth,1/4 oz,lemon juice,,,,,cherry,shake with ice and strain into cocktail glass. garnish with a cherry.,cocktail glass,6
tequini cocktail,6,cocktail classics,1 1/2 oz,tequila,1/2 oz,dry vermouth,1 oz,bitters,,,,,,,"lemon twist, olive",stir with ice and strain into cocktail glass.garnish with a lemon twist and an olive.,cocktail glass,6
